λ python main.py
2023-10-03 20:19:37,573(main) INFO: starting...
2023-10-03 20:19:43,061(main) INFO: processing start... models: 11 cv iters: 2 filter: none
306 (306, 180, 180, 1)
54 (54, 180, 180, 1)
56 (56, 180, 180, 1)
2023-10-03 20:58:24,318(main) INFO: {'run_num': 1, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'Adam', 'elapsed_mins': 29}
2023-10-04 01:53:17,311(main) INFO: {'run_num': 16, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.75, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 21}
2023-10-04 02:03:20,667(main) INFO: {'run_num': 17, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.73, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 02:11:34,091(main) INFO: {'run_num': 18, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 16}
2023-10-04 02:21:53,344(main) INFO: {'run_num': 19, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 02:32:41,282(main) INFO: {'run_num': 20, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 21}
2023-10-04 02:43:08,484(main) INFO: {'run_num': 21, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 02:53:39,256(main) INFO: {'run_num': 22, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 8, 'optimizer': 'SDG', 'elapsed_mins': 21}
2023-10-04 03:25:12,346(main) INFO: {'run_num': 23, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 15}
2023-10-04 04:00:51,538(main) INFO: {'run_num': 24, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 23}
2023-10-04 04:31:11,093(main) INFO: {'run_num': 25, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 12}
2023-10-04 04:51:41,627(main) INFO: {'run_num': 26, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.71, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 41}
2023-10-04 05:02:06,321(main) INFO: {'run_num': 27, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 05:12:10,260(main) INFO: {'run_num': 28, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 05:20:17,804(main) INFO: {'run_num': 29, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.64, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 16}
2023-10-04 05:30:33,034(main) INFO: {'run_num': 30, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 05:41:23,075(main) INFO: {'run_num': 31, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 21}
2023-10-04 05:51:42,596(main) INFO: {'run_num': 32, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 06:01:57,531(main) INFO: {'run_num': 33, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 06:30:40,372(main) INFO: {'run_num': 34, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 9}
2023-10-04 07:03:45,452(main) INFO: {'run_num': 35, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 18}
2023-10-04 07:33:58,839(main) INFO: {'run_num': 36, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 12}
2023-10-04 07:54:04,736(main) INFO: {'run_num': 37, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.75, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 40}
2023-10-04 08:04:11,295(main) INFO: {'run_num': 38, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.61, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 08:14:09,681(main) INFO: {'run_num': 39, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.66, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 19}
2023-10-04 08:22:15,274(main) INFO: {'run_num': 40, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.59, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 16}
2023-10-04 08:32:29,430(main) INFO: {'run_num': 41, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.62, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 08:42:59,284(main) INFO: {'run_num': 42, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.66, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 08:53:07,210(main) INFO: {'run_num': 43, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 09:03:14,472(main) INFO: {'run_num': 44, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 16, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 09:30:29,954(main) INFO: {'run_num': 45, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 6}
2023-10-04 10:04:10,790(main) INFO: {'run_num': 46, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 19}
2023-10-04 10:33:41,054(main) INFO: {'run_num': 47, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.59, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 11}
2023-10-04 10:53:23,856(main) INFO: {'run_num': 48, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 39}
2023-10-04 11:03:23,669(main) INFO: {'run_num': 49, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 19}
2023-10-04 11:13:05,744(main) INFO: {'run_num': 50, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 19}
2023-10-04 11:21:01,739(main) INFO: {'run_num': 51, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.7, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 15}
2023-10-04 11:30:58,943(main) INFO: {'run_num': 52, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 19}
2023-10-04 11:41:23,854(main) INFO: {'run_num': 53, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 11:51:25,019(main) INFO: {'run_num': 54, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 12:01:32,480(main) INFO: {'run_num': 55, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'Adam', 'elapsed_mins': 20}
2023-10-04 12:28:39,190(main) INFO: {'run_num': 56, 'total_runs': 264, 'model_name': 'VGG16', 'model_num': 1, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 6}
2023-10-04 13:01:03,774(main) INFO: {'run_num': 57, 'total_runs': 264, 'model_name': 'VGG19', 'model_num': 2, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 16}
2023-10-04 13:30:58,646(main) INFO: {'run_num': 58, 'total_runs': 264, 'model_name': 'ResNet50', 'model_num': 3, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 11}
2023-10-04 13:50:54,018(main) INFO: {'run_num': 59, 'total_runs': 264, 'model_name': 'denseNet201', 'model_num': 4, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 39}
2023-10-04 14:01:07,657(main) INFO: {'run_num': 60, 'total_runs': 264, 'model_name': 'denseNet121', 'model_num': 5, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.73, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 14:11:00,731(main) INFO: {'run_num': 61, 'total_runs': 264, 'model_name': 'cnn1', 'model_num': 6, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.66, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 19}
2023-10-04 14:19:10,967(main) INFO: {'run_num': 62, 'total_runs': 264, 'model_name': 'cnn2', 'model_num': 7, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.54, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 16}
2023-10-04 14:29:27,300(main) INFO: {'run_num': 63, 'total_runs': 264, 'model_name': 'cnn3', 'model_num': 8, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.73, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 14:40:09,593(main) INFO: {'run_num': 64, 'total_runs': 264, 'model_name': 'cnn4', 'model_num': 9, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 21}
2023-10-04 14:50:18,626(main) INFO: {'run_num': 65, 'total_runs': 264, 'model_name': 'cnn5', 'model_num': 10, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
2023-10-04 15:00:24,646(main) INFO: {'run_num': 66, 'total_runs': 264, 'model_name': 'cnn6', 'model_num': 11, 'iter_num': 1, 'filter': 'none', 'cancer_ratio_train': 0.53, 'cancer_ratio_test': 0.46, 'accuracy': 0.46, 'train_dataset_size': 56, 'test_dataset_size': 306, 'learning_rate': 0.01, 'batch_size': 32, 'optimizer': 'SDG', 'elapsed_mins': 20}
